gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory	eventType
3351613987																										MH997338										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997338																					PRESERVED_SPECIMEN				MH997338	YPM#ENT856092															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997338			Dendroctonus frontalis voucher YPM#ENT856092 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																													NORTH_AMERICA				MX				Michoacan, Nuevo San Juan																																																				ASV:489e509de69b86f31dd8c5673da08689							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:59.008Z								CONTINENT_DERIVED_FROM_COUNTRY		false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:59.008Z	2023-04-29T12:07:41.115Z	true										NE	
3351613986																										MH997275										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997275																					PRESERVED_SPECIMEN				MH997275	YPM#ENT905361															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997275			Dendroctonus frontalis voucher YPM#ENT905361 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Mississippi, Tombigbee National Forest																																																				ASV:aab0eb5933bded1d3f08ef38aa484ed3							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:22.569Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:22.569Z	2023-04-29T12:07:41.115Z	true										NE	
3351613985																										MH997239										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997239																					PRESERVED_SPECIMEN				MH997239	YPM#ENT905429															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997239			Dendroctonus frontalis voucher YPM#ENT905429 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Louisiana, Sicily Island Hills Wildlife Management Area																																																				ASV:8cde3fc4eb2d1daadb4fc01ccad48d4b							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:22.576Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:22.576Z	2023-04-29T12:07:41.115Z	true										NE	
3351613984																										MH997220										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997220																					PRESERVED_SPECIMEN				MH997220	YPM#ENT905408															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997220			Dendroctonus frontalis voucher YPM#ENT905408 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Maryland, Woolford																																																				ASV:cfdc895ca6db9231a9bd220743f334ce							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:59.008Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:59.008Z	2023-04-29T12:07:41.115Z	true										NE	
3351613983																										MH997176										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997176																					PRESERVED_SPECIMEN				MH997176	YPM#ENT905318															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997176			Dendroctonus frontalis voucher YPM#ENT905318 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Pennsylvannia, Nottingham; Goat Hill Serpentine Barrens Preserve																																																				ASV:03745aadcfccf53383a33b4e45dadda9							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:59.008Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:59.008Z	2023-04-29T12:07:41.115Z	true										NE	
3351613982																										MH997121										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997121																					PRESERVED_SPECIMEN				MH997121	YPM#ENT905985															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997121			Dendroctonus frontalis voucher YPM#ENT905985 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Alabama, Lawley, Talladega National Forest																																																				ASV:39af8f9f0e8a06c5f116af4cdfde608f							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:22.576Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:22.576Z	2023-04-29T12:07:41.115Z	true										NE	
3351613981																										MH997077										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997077																					PRESERVED_SPECIMEN				MH997077	YPM#ENT905273															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997077			Dendroctonus frontalis voucher YPM#ENT905273 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Florida, Ponte Vedra																																																				ASV:570186f45e63b806bfdf2d9c2ac36e71							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:22.576Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:22.576Z	2023-04-29T12:07:41.115Z	true										NE	
3351609118																										MH997364										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997364																					PRESERVED_SPECIMEN				MH997364	YPM#ENT856001															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997364			Dendroctonus frontalis voucher YPM#ENT856001 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																													NORTH_AMERICA				MX				Michoacan, Nuevo San Juan																																																				ASV:2445029ff064babf63675e6c9b9d08c3							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:23.057Z								CONTINENT_DERIVED_FROM_COUNTRY		false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:23.057Z	2023-04-29T12:07:41.115Z	true										NE	
3351609117																										MH997328										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997328																					PRESERVED_SPECIMEN				MH997328	YPM#ENT905790															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997328			Dendroctonus frontalis voucher YPM#ENT905790 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Georgia, Warwick																																																				ASV:01a5459ee42487b1d1229308ea31b9b8							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:23.052Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:23.052Z	2023-04-29T12:07:41.115Z	true										NE	
3351609116																										MH997265										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997265																					PRESERVED_SPECIMEN				MH997265	YPM#ENT905351															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997265			Dendroctonus frontalis voucher YPM#ENT905351 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Mississippi, Tombigbee National Forest																																																				ASV:570186f45e63b806bfdf2d9c2ac36e71							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:22.956Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:22.956Z	2023-04-29T12:07:41.115Z	true										NE	
3351609115																										MH997229										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997229																					PRESERVED_SPECIMEN				MH997229	YPM#ENT905417															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997229			Dendroctonus frontalis voucher YPM#ENT905417 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Louisiana, Sicily Island Hills Wildlife Management Area																																																				ASV:01a5459ee42487b1d1229308ea31b9b8							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:22.582Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:22.582Z	2023-04-29T12:07:41.115Z	true										NE	
3351609114																										MH997210										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997210																					PRESERVED_SPECIMEN				MH997210	YPM#ENT905398															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997210			Dendroctonus frontalis voucher YPM#ENT905398 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Maryland, Woolford																																																				ASV:570186f45e63b806bfdf2d9c2ac36e71							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:23.052Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:23.052Z	2023-04-29T12:07:41.115Z	true										NE	
3351609113																										MH997166										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997166																					PRESERVED_SPECIMEN				MH997166	YPM#ENT905308															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997166			Dendroctonus frontalis voucher YPM#ENT905308 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Pennsylvannia, Nottingham; Goat Hill Serpentine Barrens Preserve																																																				ASV:7950628e73d7f34335add955889c93da							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:23.052Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:23.052Z	2023-04-29T12:07:41.115Z	true										NE	
3351609112																										MH997111										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997111																					PRESERVED_SPECIMEN				MH997111	YPM#ENT906007															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997111			Dendroctonus frontalis voucher YPM#ENT906007 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Alabama, Lawley, Talladega National Forest																																																				ASV:570186f45e63b806bfdf2d9c2ac36e71							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:22.582Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:22.582Z	2023-04-29T12:07:41.115Z	true										NE	
3351609111																										MH997067										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997067																					PRESERVED_SPECIMEN				MH997067	YPM#ENT905263															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997067			Dendroctonus frontalis voucher YPM#ENT905263 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Florida, Ponte Vedra																																																				ASV:39af8f9f0e8a06c5f116af4cdfde608f							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:22.582Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:22.582Z	2023-04-29T12:07:41.115Z	true										NE	
3351578866																										MH997365										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997365																					PRESERVED_SPECIMEN				MH997365	YPM#ENT856002															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997365			Dendroctonus frontalis voucher YPM#ENT856002 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																													NORTH_AMERICA				MX				Michoacan, Nuevo San Juan																																																				ASV:d5f91e525c96a4a4da60b53e5275b75a							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:22.576Z								CONTINENT_DERIVED_FROM_COUNTRY		false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:22.576Z	2023-04-29T12:07:41.115Z	true										NE	
3351578865																										MH997329										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997329																					PRESERVED_SPECIMEN				MH997329	YPM#ENT905792															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997329			Dendroctonus frontalis voucher YPM#ENT905792 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Georgia, Warwick																																																				ASV:01a5459ee42487b1d1229308ea31b9b8							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:22.583Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:22.583Z	2023-04-29T12:07:41.115Z	true										NE	
3351578864																										MH997310										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997310																					PRESERVED_SPECIMEN				MH997310	YPM#ENT905768															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997310			Dendroctonus frontalis voucher YPM#ENT905768 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Georgia, Warwick																																																				ASV:39af8f9f0e8a06c5f116af4cdfde608f							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:49.055Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:49.055Z	2023-04-29T12:07:41.115Z	true										NE	
3351578863																										MH997266										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997266																					PRESERVED_SPECIMEN				MH997266	YPM#ENT905352															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997266			Dendroctonus frontalis voucher YPM#ENT905352 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Mississippi, Tombigbee National Forest																																																				ASV:570186f45e63b806bfdf2d9c2ac36e71							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:49.055Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:49.055Z	2023-04-29T12:07:41.115Z	true										NE	
3351578862																										MH997211										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997211																					PRESERVED_SPECIMEN				MH997211	YPM#ENT905399															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997211			Dendroctonus frontalis voucher YPM#ENT905399 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Maryland, Woolford																																																				ASV:01a5459ee42487b1d1229308ea31b9b8							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:22.583Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:22.583Z	2023-04-29T12:07:41.115Z	true										NE	
3351578861																										MH997167										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997167																					PRESERVED_SPECIMEN				MH997167	YPM#ENT905309															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997167			Dendroctonus frontalis voucher YPM#ENT905309 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Pennsylvannia, Nottingham; Goat Hill Serpentine Barrens Preserve																																																				ASV:45cace460f380ada6dbec7c066d570bd							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:22.583Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:22.583Z	2023-04-29T12:07:41.115Z	true										NE	
3351578860																										MH997112										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997112																					PRESERVED_SPECIMEN				MH997112	YPM#ENT906005															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997112			Dendroctonus frontalis voucher YPM#ENT906005 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Alabama, Lawley, Talladega National Forest																																																				ASV:cfdc895ca6db9231a9bd220743f334ce							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:22.569Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:22.569Z	2023-04-29T12:07:41.115Z	true										NE	
3351578859																										MH997068										CC_BY_4_0						https://www.ebi.ac.uk/ena/browser/view/MH997068																					PRESERVED_SPECIMEN				MH997068	YPM#ENT905264															PRESENT					https://www.ebi.ac.uk/ena/browser/api/embl/MH997068			Dendroctonus frontalis voucher YPM#ENT905264 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.																																	US				Florida, Ponte Vedra																																																				ASV:7c2d7da3673a2983ef79a68d0729a9dd							https://www.ebi.ac.uk/ena/browser/view/Taxon:77161	Dendroctonus frontalis Zimmermann, 1868								Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae		Dendroctonus	Dendroctonus			frontalis			SPECIES				ACCEPTED			d8cd16ba-bb74-4420-821e-083f2bac17c2	GB	2023-04-29T12:31:22.569Z										false	false	1228034	1228034	1	54	216	1470	4239	1228020		1228034	Dendroctonus frontalis	Dendroctonus frontalis Zimmermann, 1868	Dendroctonus frontalis		EML	2023-04-29T12:31:22.569Z	2023-04-29T12:07:41.115Z	true										NE	
